danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0.604,187147,0.826,0.15,0,0.154,-4.803999999999999,1,0.0434,167.985,4,0.24100000000000002
0.5770000000000001,169667,0.833,0.0,5,0.121,-3.3369999999999997,1,0.0695,107.936,4,0.58
0.6659999999999999,173868,0.426,1.56e-05,7,0.109,-9.228,0,0.147,159.963,4,0.5870000000000001
0.8740000000000001,206707,0.485,0.0,0,0.299,-3.0260000000000002,1,0.171,92.001,4,0.322
0.657,120303,0.8140000000000001,0.0,11,0.445,-16.493,0,0.937,136.142,3,0.0788
0.563,229670,0.7170000000000001,0.0,1,0.183,-5.186,1,0.337,82.064,4,0.42700000000000005
0.7090000000000001,206813,0.588,0.0,1,0.11699999999999999,-4.461,1,0.0721,143.971,4,0.195
0.745,203908,0.6459999999999999,0.0,6,0.33799999999999997,-6.987,0,0.17,79.993,4,0.46
0.647,189000,0.853,0.0,8,0.062,-4.516,1,0.0904,103.846,4,0.618
0.652,130027,0.275,0.0,0,0.287,-12.767000000000001,1,0.0475,153.251,4,0.774
0.6659999999999999,178242,0.677,0.0,2,0.0979,-5.742999999999999,1,0.0326,100.014,4,0.17800000000000002
0.775,191496,0.872,0.0579,6,0.298,-4.194,1,0.0469,122.994,4,0.379
0.57,99707,0.285,0.0133,9,0.10800000000000001,-14.125,0,0.0381,83.485,4,0.0973
0.777,226107,0.657,3.34e-06,1,0.0932,-6.434,1,0.237,189.99200000000002,4,0.245
0.826,236216,0.449,1.85e-05,5,0.273,-8.33,0,0.0674,128.028,4,0.337
0.884,176630,0.579,2.38e-06,2,0.182,-6.847,1,0.299,144.97299999999998,4,0.313
0.628,215064,0.797,0.0,11,0.10400000000000001,-3.9530000000000003,0,0.0596,106.93,4,0.321
0.564,165627,0.722,0.0,1,0.0931,-5.59,0,0.124,99.083,4,0.276
0.545,236360,0.45799999999999996,0.0,5,0.11800000000000001,-4.6,0,0.0279,79.943,4,0.16399999999999998
0.755,229849,0.789,0.0,5,0.35100000000000003,-4.502,1,0.146,93.973,4,0.737
0.818,188613,0.5720000000000001,0.0,1,0.10099999999999999,-7.085,1,0.228,139.968,4,0.23600000000000002
0.932,222958,0.6579999999999999,0.0,1,0.11800000000000001,-7.707999999999999,0,0.353,109.973,4,0.695
0.792,169657,0.657,4.1e-06,8,0.196,-4.245,1,0.191,169.96900000000002,4,0.228
0.7809999999999999,293138,0.6759999999999999,0.0,1,0.0783,-4.387,1,0.0596,75.944,4,0.32799999999999996
0.594,171093,0.389,0.0,10,0.0313,-7.109,1,0.0517,122.331,4,0.396
0.5770000000000001,168613,0.9390000000000001,0.0,1,0.24,-1.3519999999999999,0,0.10800000000000001,105.09200000000001,4,0.7140000000000001
0.363,221973,0.36200000000000004,2.03e-06,5,0.142,-8.516,1,0.0339,146.10399999999998,4,0.179
0.742,274187,0.40700000000000003,0.0,2,0.0541,-6.938,1,0.426,116.064,4,0.39
0.664,187333,0.623,1.32e-05,1,0.0957,-5.357,0,0.158,180.183,4,0.65
0.9309999999999999,179405,0.387,0.0,1,0.136,-9.127,1,0.41200000000000003,125.978,4,0.376
0.794,219396,0.735,0.0,5,0.11800000000000001,-3.412,0,0.0757,94.01700000000001,4,0.777
0.807,208504,0.5710000000000001,0.0,2,0.252,-6.937,1,0.312,139.996,4,0.0993
0.9209999999999999,197079,0.607,1.12e-06,1,0.12300000000000001,-7.397,1,0.209,140.071,4,0.753
0.8759999999999999,192453,0.637,0.0,9,0.0677,-5.157,1,0.259,146.958,4,0.5529999999999999
0.38799999999999996,166387,0.145,6.86e-06,9,0.0997,-19.697,0,0.0318,75.47399999999999,3,0.0911
0.792,170707,0.777,5.3400000000000004e-05,8,0.293,-4.402,0,0.0454,137.05,4,0.696
0.732,211667,0.6809999999999999,0.000177,4,0.111,-7.665,0,0.259,85.041,4,0.151
0.6890000000000001,157643,0.7609999999999999,0.0,1,0.136,-4.939,1,0.13,78.514,4,0.698
0.713,332301,0.831,0.0,1,0.11800000000000001,-4.75,0,0.15,173.94799999999998,4,0.584
0.7879999999999999,223617,0.765,0.0,2,0.21600000000000003,-3.93,1,0.439,144.046,4,0.667
0.784,236944,0.58,0.0,0,0.0979,-6.656000000000001,1,0.16699999999999998,76.484,4,0.33799999999999997
0.365,203400,0.6920000000000001,1.51e-06,3,0.0862,-4.586,0,0.0671,89.99799999999999,4,0.37200000000000005
0.647,119787,0.465,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,0.6990000000000001
0.529,234107,0.607,0.0,6,0.0631,-6.781000000000001,1,0.0574,101.96600000000001,4,0.23800000000000002
0.8,252133,0.956,0.0,11,0.107,-4.4319999999999995,0,0.17800000000000002,90.025,4,0.65
0.499,103747,0.456,0.0,0,0.861,-11.527999999999999,1,0.4,205.882,4,0.94
0.743,197968,0.73,8.1e-05,10,0.0778,-4.314,0,0.125,179.972,4,0.15
0.888,193173,0.664,0.0,0,0.0734,-10.13,1,0.341,140.012,4,0.53
0.841,212500,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.22899999999999998,95.948,4,0.591
0.667,153475,0.723,0.00017900000000000001,5,0.213,-4.31,0,0.27,148.05700000000002,4,0.251
0.322,315773,0.754,0.0,10,0.136,-6.416,0,0.275,62.839,4,0.392
0.797,232413,0.633,0.0,5,0.109,-4.815,1,0.23800000000000002,156.015,4,0.5770000000000001
0.7929999999999999,225600,0.5539999999999999,0.0,11,0.127,-6.624,0,0.0451,119.993,4,0.225
0.767,228431,0.529,0.0,5,0.08900000000000001,-4.421,0,0.0495,138.076,4,0.247
0.779,154565,0.767,0.0,11,0.102,-5.462000000000001,0,0.258,91.98100000000001,4,0.523
0.253,60453,0.139,5.01e-05,6,0.26899999999999996,-17.067,1,0.0414,74.369,3,0.102
0.83,262494,0.546,0.0,1,0.11199999999999999,-5.716,1,0.295,182.97299999999998,4,0.535
0.772,128769,0.812,0.0,0,0.115,-3.995,0,0.153,97.40700000000001,4,0.655
0.794,208379,0.5760000000000001,3.23e-06,9,0.122,-4.941,0,0.109,120.087,4,0.45799999999999996
0.7070000000000001,49024,0.314,0.0,6,0.109,-10.115,0,0.747,104.014,4,0.602
0.65,226160,0.736,0.0,6,0.235,-5.84,0,0.22899999999999998,159.174,4,0.612
0.769,207720,0.721,5.9e-05,10,0.0505,-4.4830000000000005,0,0.153,94.978,4,0.618
0.685,293493,0.631,7.670000000000001e-05,7,0.21100000000000002,-10.338,1,0.0926,104.126,4,0.72
0.669,206533,0.8540000000000001,0.0,1,0.047,-4.486000000000001,1,0.0999,93.057,4,0.7070000000000001
0.653,198360,0.684,0.00038700000000000003,7,0.27,-7.0520000000000005,0,0.19899999999999998,110.04899999999999,4,0.355
0.5489999999999999,198107,0.861,0.000122,10,0.10099999999999999,-5.737,1,0.177,189.71099999999998,4,0.354
0.637,226973,0.713,0.000637,0,0.13699999999999998,-4.333,1,0.0747,129.923,4,0.243
0.884,191938,0.698,0.0,0,0.195,-9.101,1,0.364,140.06799999999998,4,0.575
0.768,244293,0.82,3.27e-06,7,0.165,-4.7,1,0.0436,94.01100000000001,4,0.518
0.884,181624,0.8140000000000001,1.67e-06,7,0.158,-5.332999999999999,1,0.303,155.938,4,0.907
0.696,205120,0.6679999999999999,0.0038,6,0.31,-5.063,1,0.19899999999999998,184.329,4,0.7609999999999999
0.768,267427,0.47100000000000003,0.0,2,0.268,-8.406,1,0.259,131.023,4,0.405
0.5720000000000001,212040,0.691,0.000132,8,0.0593,-4.783,0,0.12300000000000001,92.08200000000001,4,0.318
0.765,138474,0.8009999999999999,0.0,9,0.7240000000000001,-4.809,0,0.174,95.071,4,0.747
0.892,253580,0.6509999999999999,0.0,0,0.371,-8.645,0,0.37799999999999995,105.814,4,0.599
0.877,147905,0.435,1.88e-06,0,0.115,-8.131,1,0.136,98.008,4,0.589
0.6779999999999999,190177,0.648,0.0,2,0.182,-5.892,1,0.445,94.336,4,0.635
0.772,220326,0.643,0.0,9,0.0902,-8.629,0,0.42200000000000004,96.03,4,0.429
0.6679999999999999,180304,0.526,0.0,5,0.147,-6.1739999999999995,0,0.0352,135.032,4,0.42
0.769,218615,0.8170000000000001,9.95e-05,0,0.084,-4.092,0,0.0339,139.97899999999998,4,0.866
0.578,193243,0.5770000000000001,0.0,2,0.086,-5.997000000000001,0,0.20199999999999999,99.288,5,0.154
0.456,151013,0.516,0.0,8,0.115,-10.512,1,0.45899999999999996,77.058,4,0.684
0.6829999999999999,190428,0.53,0.0,5,0.39399999999999996,-4.918,0,0.142,75.016,4,0.645
0.659,190643,0.604,0.0,8,0.105,-5.084,1,0.0542,126.135,4,0.40700000000000003
0.655,255840,0.8390000000000001,0.0,9,0.308,-5.0760000000000005,0,0.44299999999999995,74.867,4,0.55
0.32899999999999996,204326,0.23399999999999999,0.0,10,0.132,-7.725,1,0.0303,170.46599999999998,3,0.19899999999999998
0.685,245360,0.762,0.0,0,0.0759,-5.147,1,0.0565,172.017,4,0.905
0.909,276147,0.631,0.0,9,0.10800000000000001,-5.447,1,0.205,145.968,4,0.39399999999999996
0.478,135760,0.201,0.0,7,0.0854,-16.768,1,0.0332,136.471,4,0.857
0.807,182080,0.321,0.00028900000000000003,0,0.1,-8.147,0,0.0571,94.994,4,0.305
0.599,215413,0.317,0.0,1,0.111,-11.212,1,0.174,148.09,4,0.203
0.519,211224,0.828,0.0,5,0.0571,-5.523,1,0.365,139.41299999999998,4,0.929
0.5529999999999999,166147,0.47600000000000003,0.0,0,0.281,-8.869,1,0.0649,113.40100000000001,3,0.5579999999999999
0.747,158800,0.74,9.940000000000002e-05,4,0.10099999999999999,-4.325,0,0.191,176.05900000000003,4,0.552
0.853,171270,0.696,0.0,1,0.28600000000000003,-6.178999999999999,0,0.24600000000000002,118.001,4,0.184
0.8109999999999999,180080,0.526,0.0642,8,0.13,-7.002999999999999,1,0.161,149.954,4,0.248
0.601,208760,0.583,9.73e-05,8,0.183,-5.725,0,0.263,148.785,4,0.32
0.731,163202,0.204,0.0109,9,0.0989,-11.314,0,0.0369,142.141,4,0.191
0.878,163973,0.43200000000000005,0.0,10,0.0571,-9.852,0,0.14300000000000002,86.956,4,0.441
0.804,156886,0.763,0.0,2,0.368,-5.48,1,0.0519,136.05200000000002,4,0.0585
0.517,177800,0.955,0.0,10,0.364,-1.848,0,0.16699999999999998,132.951,4,0.61
0.5579999999999999,251267,0.5660000000000001,0.0,7,0.0482,-9.363,1,0.0243,144.061,4,0.495
0.735,233827,0.703,0.0,6,0.259,-4.249,1,0.0611,120.007,4,0.32299999999999995
0.872,205352,0.591,0.0,6,0.14400000000000002,-6.952000000000001,0,0.359,131.982,4,0.696
0.642,164205,0.772,0.0,10,0.0646,-6.61,1,0.0848,153.995,4,0.589
0.573,208400,0.9129999999999999,0.00173,6,0.156,-4.793,0,0.132,115.715,4,0.42200000000000004
0.708,222097,0.701,0.0,0,0.392,-5.196000000000001,1,0.0328,120.932,4,0.504
0.5760000000000001,230267,0.39,0.0,10,0.111,-7.202000000000001,1,0.0297,73.433,4,0.319
0.789,248827,0.731,1.92e-06,2,0.635,-6.245,0,0.10099999999999999,81.009,4,0.79
0.675,315771,0.5670000000000001,1.77e-06,10,0.175,-9.147,0,0.263,84.039,4,0.6579999999999999
0.701,223583,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.6629999999999999
0.888,162800,0.377,0.0,7,0.19,-10.142000000000001,0,0.33899999999999997,133.996,4,0.126
0.6940000000000001,183747,0.617,0.0,4,0.11,-7.837999999999999,0,0.0469,127.928,4,0.496
0.583,173560,0.5720000000000001,0.0,1,0.266,-4.776,1,0.0366,113.99799999999999,4,0.684
0.9390000000000001,337941,0.551,0.0,1,0.192,-9.126,1,0.29100000000000004,118.552,4,0.42
0.755,204400,0.57,0.0,9,0.0891,-7.132000000000001,1,0.0888,102.991,4,0.406
0.8140000000000001,232550,0.813,9.329999999999999e-05,2,0.255,-3.023,0,0.0561,79.997,4,0.8390000000000001
0.8220000000000001,248036,0.743,0.0346,1,0.124,-2.1519999999999997,1,0.0449,98.04899999999999,4,0.7440000000000001
0.64,123040,0.643,0.0,10,0.109,-2.4419999999999997,0,0.0625,80.025,4,0.335
0.6,210240,0.6829999999999999,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494
0.618,173082,0.867,1.03e-06,0,0.20199999999999999,-4.915,1,0.0439,98.03,4,0.579
0.562,176591,0.579,0.0,10,0.102,-6.787999999999999,0,0.484,84.14299999999999,4,0.5770000000000001
0.465,212773,0.311,0.0,2,0.0986,-11.748,0,0.0352,93.37299999999999,4,0.311
0.49700000000000005,240213,0.6609999999999999,0.000317,9,0.21100000000000002,-9.047,1,0.0361,180.225,4,0.894
0.534,208373,0.7829999999999999,0.0,1,0.0831,-4.013,1,0.261,69.71600000000001,4,0.33399999999999996
0.7490000000000001,230760,0.872,0.0,8,0.24100000000000002,-3.928,1,0.0534,93.976,4,0.8109999999999999
0.91,155893,0.47700000000000004,0.0,2,0.305,-5.2589999999999995,1,0.418,145.994,4,0.313
0.769,139845,0.807,0.0,11,0.111,-2.966,1,0.306,82.42200000000001,4,0.364
0.613,208187,0.764,0.0,2,0.19699999999999998,-6.5089999999999995,1,0.136,160.015,4,0.41700000000000004
0.825,327467,0.69,0.0,10,0.413,-4.252,0,0.226,94.194,4,0.516
0.8420000000000001,169412,0.5670000000000001,1.89e-05,4,0.168,-6.504,0,0.0525,135.991,4,0.256
0.888,225893,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,4,0.264
0.888,162800,0.37200000000000005,0.0,7,0.184,-10.254000000000001,0,0.358,133.998,4,0.12300000000000001
0.6759999999999999,262680,0.5770000000000001,0.0013,9,0.195,-7.82,0,0.0274,107.0,4,0.49
0.92,159755,0.45799999999999996,0.0,5,0.107,-5.643,0,0.315,132.99200000000002,4,0.40299999999999997
0.755,238053,0.594,0.0,7,0.107,-5.906000000000001,1,0.21600000000000003,178.929,4,0.237
